uid,location,age,gender,reg_channel,reg_date,outcome
4286,1,0,,7,2013-10-25,0
4287,4,0,,3,2013-11-15,0
4288,1,0,,7,2013-11-19,0
4289,15,22,female,3,2013-12-04,1
4290,6,68,male,3,2013-01-25,0
4291,10,28,male,9,2012-07-16,1
4292,1,0,,7,2012-08-13,0
4293,1,0,,7,2015-04-22,0
4294,1,0,,7,2016-02-04,0
4295,15,24,,4,2016-02-25,1
4296,1,0,,7,2015-07-20,0
4297,1,0,,7,2013-09-29,0
4298,13,27,female,7,2013-05-21,0
4299,4,25,female,9,2005-11-06,1
4300,1,0,,7,2016-01-03,0
4301,1,0,,7,2013-05-02,0
4302,13,0,female,4,2016-06-15,1
4303,1,0,,7,2016-07-04,0
4304,13,24,male,7,2012-01-13,0
4305,1,0,,7,2013-09-16,1
4306,4,22,female,4,2015-12-04,1
4307,1,0,,7,2012-01-12,0
4308,4,36,female,9,2012-12-04,1
4309,1,0,,7,2013-01-10,0
4310,22,35,female,3,2012-05-18,0
4311,1,0,,7,2013-12-22,0
4312,22,24,male,3,2015-09-08,0
4313,21,21,female,3,2012-05-27,1
4314,4,34,female,9,2012-06-08,1
4315,5,30,female,9,2008-05-30,1
4316,1,0,,7,2016-02-01,1
4317,3,27,female,7,2016-01-30,0
4318,1,0,,7,2016-02-03,0
4319,14,23,,7,2016-02-19,1
4320,1,0,,7,2016-02-22,1
4321,22,21,male,3,2012-10-28,1
4322,13,0,,4,2016-01-13,1
4323,4,18,female,4,2016-01-21,0
4324,6,35,male,4,2015-11-15,0
4325,18,25,,7,2014-03-06,0
4326,5,39,female,3,2015-09-19,1
4327,1,0,,7,2016-06-24,0
4328,13,53,female,4,2016-07-02,1
4329,14,0,,3,2013-01-23,0
4330,1,0,,7,2011-11-02,0
4331,1,0,,7,2016-02-04,0
4332,1,0,,4,2016-02-17,0
4333,13,20,female,3,2016-02-23,1
4334,5,38,female,9,2008-11-02,0
4335,1,0,,7,2016-01-19,1
4336,1,0,,7,2016-01-20,1
4337,4,30,male,4,2016-01-23,1
4338,1,0,,7,2010-12-21,1
4339,13,39,male,9,2011-03-31,1
4340,20,0,,9,2015-05-28,1
4341,1,0,,9,2015-05-29,1
4342,1,0,,7,2014-02-22,0
4343,4,22,male,3,2015-06-25,1
4344,22,34,male,9,2009-03-08,0
4345,22,28,male,9,2011-12-26,0
4346,12,19,male,7,2013-10-14,0
4347,13,21,male,3,2013-02-10,0
4348,21,28,male,7,2013-02-23,0
4349,1,0,,3,2013-02-25,1
4350,1,0,,7,2017-01-06,0
4351,22,25,female,4,2016-08-23,1
4352,8,27,female,4,2016-08-28,0
4353,1,0,,4,2016-04-22,1
4354,22,27,female,9,2012-11-08,0
4355,1,0,,7,2015-02-27,0
4356,1,0,,7,2013-05-25,1
4357,6,0,,3,2013-06-03,0
4358,1,0,,7,2015-09-19,1
4359,22,0,,4,2015-10-09,1
4360,1,0,,4,2015-12-19,1
4361,1,0,,7,2013-06-13,0
4362,13,30,female,9,2004-03-28,0
4363,5,28,male,9,2004-04-05,0
4364,1,0,,7,2016-03-15,0
4365,14,23,female,9,2016-03-23,0
4366,5,21,female,7,2013-03-19,1
4367,1,0,,7,2015-11-05,0
4368,1,0,,4,2016-10-10,1
4369,21,0,,4,2016-10-25,0
4370,1,0,,7,2016-10-26,1
4371,1,0,,7,2013-11-29,0
4372,1,0,,7,2015-04-06,0
4373,13,21,male,3,2012-02-28,1
4374,20,0,female,7,2012-05-22,1
4375,14,22,female,3,2012-03-14,0
4376,1,0,,7,2012-03-19,1
4377,13,23,female,9,2012-06-10,1
4378,5,20,male,9,2012-08-17,1
4379,5,19,female,3,2015-06-12,0
4380,1,0,,9,2015-07-07,0
4381,1,0,,9,2015-07-20,1
4382,11,31,male,3,2013-08-12,1
4383,3,15,female,3,2013-08-21,1
4384,13,28,male,9,2015-01-17,1
4385,13,16,female,3,2015-01-25,0
4386,15,27,male,9,2011-01-29,0
4387,13,34,male,9,2011-02-04,1
4388,1,0,,4,2016-02-21,1
4389,1,0,,7,2016-07-03,0
4390,19,29,male,9,2007-05-07,0
4391,12,19,male,3,2015-08-26,1
4392,13,32,female,9,2005-10-08,1
4393,15,25,female,9,2015-09-05,1
4394,15,27,male,3,2016-06-11,1
4395,1,0,,7,2016-01-01,0
4396,5,0,,9,2016-01-02,1
4397,1,0,,7,2016-03-03,0
4398,1,0,,7,2016-03-13,1
4399,1,0,,9,2015-06-11,1
4400,1,0,,7,2015-07-06,0
4401,6,19,male,3,2015-03-07,0
4402,5,19,female,3,2015-04-02,1
4403,1,0,,7,2015-09-26,0
4404,21,20,male,3,2015-05-13,0
4405,6,28,male,9,2016-04-10,1
4406,7,22,male,4,2016-01-09,1
4407,1,0,,7,2016-01-11,1
4408,13,31,male,9,2007-01-18,0
4409,15,24,male,9,2007-01-20,0
4410,5,37,female,9,2007-04-05,1
4411,8,29,male,9,2007-04-05,1
4412,1,0,,7,2016-02-02,1
4413,1,0,,7,2013-12-08,0
4414,1,0,,7,2013-12-17,1
4415,4,28,male,9,2013-12-18,0
4416,10,22,female,9,2008-12-26,0
4417,1,0,,7,2016-03-10,0
4418,12,21,male,3,2015-10-17,0
4419,1,0,,7,2016-07-06,0
4420,5,26,female,9,2013-02-11,1
4421,1,0,,7,2014-08-06,0
4422,6,27,male,3,2014-12-21,0
4423,5,23,male,3,2012-08-21,1
4424,13,25,female,3,2012-08-25,0
4425,13,22,female,3,2013-02-03,1
4426,1,0,,7,2015-10-29,0
4427,21,28,male,3,2013-06-22,0
4428,5,15,female,3,2015-08-15,1
4429,8,31,male,3,2016-01-28,1
4430,1,0,,7,2016-02-02,1
4431,22,0,,9,2015-01-17,1
4432,14,22,female,9,2009-01-04,1
4433,1,0,,7,2016-03-30,1
4434,13,33,female,9,2013-07-01,1
4435,4,25,female,9,2015-02-13,1
4436,6,30,male,7,2016-02-28,1
4437,22,37,female,3,2012-04-14,1
4438,1,0,,7,2016-02-17,1
4439,1,0,,7,2016-02-28,1
4440,1,0,,7,2014-02-26,0
4441,1,0,,7,2016-01-16,1
4442,1,0,,7,2015-07-31,0
4443,21,20,male,3,2015-08-04,0
4444,12,23,male,3,2012-05-31,1
4445,12,40,male,3,2012-06-14,1
4446,13,27,female,3,2012-06-29,0
4447,8,20,male,4,2016-03-13,1
4448,4,56,female,3,2012-11-27,0
4449,4,30,female,9,2012-12-11,0
4450,5,62,male,3,2011-12-25,1
4451,1,0,,7,2012-01-13,0
4452,5,0,,7,2012-01-15,0
4453,1,0,,7,2016-01-23,0
4454,1,0,,4,2016-04-12,1
4455,1,0,,7,2014-11-27,0
4456,1,0,,9,2014-12-11,1
4457,1,0,,7,2011-12-22,1
4458,13,35,female,7,2012-01-10,1
4459,21,17,male,3,2015-03-26,1
4460,1,0,,7,2016-05-15,0
4461,1,0,,7,2016-05-28,0
4462,1,0,,7,2011-08-21,0
4463,1,0,,7,2016-05-09,0
4464,1,0,,7,2016-11-14,0
4465,1,0,,7,2015-07-30,0
4466,1,0,,7,2015-07-16,1
4467,13,26,female,7,2011-12-30,1
4468,1,0,,7,2016-08-05,0
4469,15,26,male,3,2014-10-26,1
4470,13,21,male,9,2015-05-05,1
4471,1,0,,7,2016-02-29,1
4472,15,0,,9,2015-04-03,1
4473,21,24,male,9,2009-06-16,1
4474,1,0,,7,2015-08-24,0
4475,1,0,,7,2016-01-30,0
4476,12,20,female,9,2013-09-15,1
4477,1,0,,7,2014-11-21,0
4478,1,0,,4,2016-02-25,1
4479,1,0,,7,2016-03-14,1
4480,22,31,male,3,2013-02-09,1
4481,1,0,,4,2016-11-05,1
4482,5,33,female,9,2007-05-17,1
4483,1,0,,7,2015-07-30,0
4484,1,0,,7,2016-04-24,0
4485,5,41,female,9,2006-11-24,0
4486,12,26,male,4,2016-02-23,1
4487,13,20,female,3,2015-09-01,1
4488,1,0,,9,2015-06-06,1
4489,1,0,,7,2015-07-26,0
4490,13,21,male,3,2012-01-29,1
4491,6,25,male,3,2012-06-16,0
4492,1,22,female,4,2016-08-18,0
4493,1,0,,7,2016-01-26,0
4494,1,19,male,4,2016-02-10,1
4495,1,0,,7,2016-02-11,0
4496,15,21,male,3,2013-06-21,0
4497,13,32,female,7,2015-04-02,0
4498,13,28,male,9,2011-07-23,0
4499,13,24,female,3,2015-05-03,1
4500,22,43,male,3,2015-02-07,1
4501,22,20,male,3,2015-02-11,1
4502,5,26,male,9,2011-11-26,0
4503,14,29,male,7,2011-12-11,1
4504,1,0,,7,2011-10-08,0
4505,1,0,,4,2015-11-06,1
4506,6,22,female,4,2016-06-28,1
4507,22,24,male,3,2014-09-21,0
4508,13,27,male,7,2011-08-04,0
4509,5,0,female,7,2012-06-26,1
4510,15,0,,9,2012-08-26,1
4511,4,25,male,9,2005-01-24,1
4512,6,33,male,3,2017-01-05,1
4513,1,0,,7,2015-11-04,0
4514,13,24,female,3,2014-10-24,1
4515,15,0,male,3,2016-04-18,1
4516,1,0,,3,2012-11-25,1
4517,1,0,,7,2013-01-14,0
4518,4,19,male,9,2016-04-11,1
4519,1,0,,7,2016-04-15,0
4520,13,42,male,9,2014-07-04,1
4521,18,18,male,3,2013-01-21,1
4522,6,25,male,9,2005-11-29,1
4523,5,24,male,7,2011-11-06,0
4524,1,0,,7,2013-07-11,1
4525,4,22,female,9,2013-04-09,1
4526,16,37,male,9,2004-11-16,0
4527,6,39,female,9,2005-11-25,0
4528,1,0,,7,2015-07-19,0
4529,1,0,,7,2012-02-06,1
4530,1,0,,7,2015-11-12,1
4531,1,0,,4,2015-10-19,1
4532,1,0,,7,2014-02-19,1
4533,1,0,,7,2016-04-29,0
4534,1,0,,9,2014-02-27,0
4535,5,20,male,3,2012-11-25,1
4536,1,0,,7,2012-12-24,0
4537,15,24,female,9,2007-06-23,1
4538,13,46,male,7,2012-12-28,0
4539,18,24,male,3,2013-01-03,1
4540,5,21,female,3,2014-11-28,0
4541,1,47,male,3,2014-12-20,1
4542,1,18,female,4,2016-08-15,1
4543,14,27,female,9,2008-06-01,1
4544,6,32,female,7,2012-03-27,0
4545,1,0,,7,2012-01-11,0
4546,13,16,male,3,2016-04-24,0
4547,1,0,,7,2016-06-17,0
4548,22,18,male,3,2014-03-15,1
4549,14,36,male,3,2014-03-18,1
4550,13,34,female,9,2005-12-13,0
4551,1,0,,7,2016-06-07,0
4552,13,37,female,9,2008-06-22,1
4553,13,26,female,9,2008-09-06,1
4554,13,50,female,9,2006-03-10,0
4555,5,41,male,9,2011-06-10,0
4556,1,0,,7,2014-01-18,1
4557,1,25,male,3,2016-05-15,1
4558,18,25,male,7,2016-07-02,0
4559,1,0,,4,2016-03-22,1
4560,1,21,male,3,2016-02-09,1
4561,4,22,male,9,2008-01-07,1
4562,15,0,,3,2012-11-29,1
4563,1,0,,7,2013-01-10,1
4564,6,23,male,3,2015-01-25,0
4565,13,25,male,4,2015-12-29,1
4566,13,0,,4,2015-12-11,1
4567,6,32,female,7,2016-09-08,1
4568,1,0,,13,2016-09-24,1
4569,1,0,,7,2012-01-21,0
4570,1,0,,7,2011-11-29,0
4571,1,0,,9,2015-07-14,1
4572,1,0,,9,2015-07-27,1
4573,15,17,male,4,2016-05-07,1
4574,1,0,,7,2015-10-21,0
4575,1,0,,7,2015-07-25,0
4576,1,0,,7,2015-08-02,0
4577,13,26,male,9,2006-09-03,0
4578,6,31,female,9,2007-05-03,0
4579,1,0,,7,2014-02-14,0
4580,8,18,male,3,2014-03-14,1
4581,5,34,female,9,2011-05-05,1
4582,4,25,male,7,2015-07-06,1
4583,1,0,,3,2013-05-11,1
4584,10,26,male,7,2013-06-01,1
4585,10,17,male,9,2015-08-29,1
4586,6,25,male,3,2015-02-26,0
4587,18,49,female,9,2006-06-27,0
4588,13,40,male,9,2007-01-07,0
4589,22,58,female,9,2007-03-10,0
4590,15,19,male,3,2015-02-17,1
4591,1,0,,7,2016-05-13,0
4592,1,0,,7,2011-04-15,0
4593,1,0,,7,2016-03-13,0
4594,15,22,female,9,2013-08-04,0
4595,1,0,,7,2013-08-05,0
4596,14,19,female,7,2013-08-28,0
4597,1,0,,7,2014-03-07,1
4598,13,32,female,7,2015-11-07,0
4599,13,38,female,7,2011-08-13,0
4600,1,0,,7,2011-08-13,0
4601,5,22,male,3,2015-02-21,1
4602,1,0,,9,2014-10-01,0
4603,13,34,female,9,2007-12-14,1
4604,13,31,female,3,2012-11-17,0
4605,13,0,,3,2012-11-17,0
4606,13,29,female,3,2012-04-16,0
4607,17,19,male,3,2012-01-23,1
4608,5,0,male,3,2014-11-28,0
4609,15,17,female,3,2014-11-30,0
4610,1,0,,7,2017-01-23,0
4611,5,20,female,7,2014-08-15,1
4612,1,57,female,7,2013-09-05,0
4613,22,22,male,4,2016-06-28,0
4614,1,0,,7,2016-02-12,0
4615,1,0,,7,2016-02-29,0
4616,13,32,female,9,2008-10-15,0
4617,1,25,female,9,2008-11-04,1
4618,1,0,,7,2015-08-04,0
4619,5,21,male,9,2012-03-11,1
4620,4,22,male,9,2012-06-13,0
4621,13,34,male,9,2011-11-16,0
4622,1,0,,7,2015-10-30,0
4623,5,32,female,9,2011-03-02,1
4624,4,15,female,3,2014-11-26,1
4625,22,23,male,4,2017-01-02,1
4626,13,22,female,9,2005-08-01,1
4627,1,0,,7,2011-12-27,0
4628,1,0,,7,2016-05-18,0
4629,6,34,male,9,2007-06-10,1
4630,5,34,female,9,2010-08-12,0
4631,1,0,female,3,2014-09-02,1
4632,13,24,female,9,2009-12-04,0
4633,6,41,male,7,2012-05-05,0
4634,13,38,male,7,2012-08-16,0
4635,13,31,female,7,2012-08-17,1
4636,18,21,male,3,2012-08-20,1
4637,14,41,female,3,2014-12-04,1
4638,10,26,male,3,2012-09-13,1
4639,22,35,female,7,2016-04-03,0
4640,1,0,,7,2016-06-02,0
4641,1,0,,7,2015-11-28,0
4642,1,0,,7,2013-07-24,0
4643,22,22,female,3,2013-09-12,0
4644,5,22,female,9,2012-02-05,1
4645,14,39,male,3,2016-12-19,1
4646,1,0,,7,2015-02-10,0
4647,1,0,,3,2012-09-11,1
4648,13,41,female,9,2009-12-28,1
4649,13,27,female,3,2014-03-28,0
4650,4,27,female,7,2014-04-02,1
4651,1,0,,7,2014-04-15,0
4652,1,0,,3,2014-04-25,1
4653,15,28,female,9,2004-10-21,1
4654,5,39,male,9,2013-08-21,0
4655,1,0,,4,2016-11-18,1
4656,1,0,,4,2016-04-22,1
4657,4,0,female,9,2016-04-26,1
4658,6,21,female,3,2015-02-10,0
4659,22,20,male,3,2014-10-17,1
4660,1,0,,7,2013-03-02,0
4661,22,25,male,3,2013-03-08,1
4662,1,17,,4,2017-01-21,1
4663,5,26,female,3,2012-08-14,1
4664,5,0,,9,2011-10-28,0
4665,6,16,male,3,2014-10-01,1
4666,4,21,female,9,2008-03-16,1
4667,14,22,female,9,2012-01-12,1
4668,1,0,,7,2016-05-22,0
4669,6,44,female,4,2016-10-28,0
4670,17,36,male,9,2009-05-16,0
4671,1,0,,4,2016-09-11,1
4672,9,37,male,3,2012-06-11,0
4673,22,21,male,4,2016-04-14,0
4674,13,23,female,9,2010-02-03,0
4675,15,28,female,9,2006-08-02,0
4676,22,18,female,3,2014-08-08,1
4677,4,21,female,3,2015-02-23,0
4678,22,36,female,7,2015-12-09,0
4679,1,0,,7,2014-07-20,1
4680,1,0,,7,2016-07-09,0
4681,22,37,male,9,2012-01-10,0
4682,13,24,female,9,2006-04-23,1
4683,1,0,,7,2016-09-19,0
4684,1,0,,7,2011-10-30,1
4685,13,40,male,4,2016-12-07,0
4686,6,24,female,7,2015-09-28,0
4687,1,0,,3,2013-01-21,1
4688,13,27,male,3,2013-02-16,1
4689,5,33,female,3,2015-04-10,1
4690,15,0,,9,2014-08-07,1
4691,1,29,female,7,2014-08-13,1
4692,13,23,female,9,2011-11-22,0
4693,15,20,male,3,2015-09-11,1
4694,1,0,,7,2015-10-08,0
4695,5,22,male,9,2014-12-15,1
4696,13,0,,3,2012-09-27,0
4697,5,19,male,3,2012-12-14,1
4698,1,0,,7,2016-07-29,0
4699,14,35,female,9,2007-06-15,0
4700,9,38,male,9,2007-06-26,0
4701,1,0,,7,2011-11-02,1
4702,13,28,female,3,2015-10-18,1
4703,1,0,,7,2016-02-28,1
4704,1,18,female,4,2016-03-01,1
4705,1,0,,9,2016-05-29,0
4706,1,0,,7,2016-06-09,0
4707,1,0,,7,2016-06-17,0
4708,15,38,female,9,2004-10-25,0
4709,13,22,male,3,2015-05-26,1
4710,5,25,male,3,2015-06-19,0
4711,1,0,,7,2016-11-11,0
4712,6,28,male,9,2012-08-16,1
4713,1,0,,7,2016-03-05,1
4714,1,0,,7,2016-03-07,1
4715,1,0,,7,2016-03-09,1
4716,13,0,female,9,2017-01-15,1
4717,1,0,,7,2017-01-23,0
4718,1,0,,7,2017-01-30,1
4719,1,0,,7,2015-11-24,0
4720,13,45,female,9,2016-07-01,1
4721,22,23,female,9,2013-03-25,0
4722,10,24,male,3,2013-04-13,1
4723,5,47,female,7,2011-02-15,0
4724,13,26,female,9,2011-03-11,0
4725,5,25,female,3,2014-03-05,0
4726,13,38,male,9,2006-05-12,1
4727,1,0,,7,2011-04-22,0
4728,22,26,female,9,2014-02-07,0
4729,15,21,female,9,2014-02-08,1
4730,13,37,female,9,2015-02-01,0
4731,15,25,female,7,2015-02-05,0
4732,5,30,male,9,2013-02-26,1
4733,1,0,,7,2010-12-21,0
4734,1,0,,9,2016-07-13,1
4735,1,0,,7,2016-04-06,0
4736,21,19,male,9,2011-11-09,1
4737,4,22,male,9,2014-10-29,1
4738,1,0,,7,2016-03-21,0
4739,1,0,,4,2016-06-19,1
4740,1,0,,7,2016-06-19,0
4741,4,29,male,9,2006-04-30,0
4742,1,0,,7,2012-02-28,1
4743,22,20,male,3,2012-04-27,1
4744,15,29,male,3,2016-05-08,1
4745,15,31,male,4,2016-05-21,1
4746,1,0,,7,2016-05-29,0
4747,15,20,male,9,2014-12-19,1
4748,1,0,,7,2016-03-04,0
4749,1,0,,9,2015-11-25,1
4750,1,0,,4,2015-12-11,1
4751,13,23,male,3,2015-03-06,1
4752,22,34,female,9,2013-03-01,0
4753,1,0,,7,2013-03-20,1
4754,12,26,female,3,2013-03-21,0
4755,5,26,male,3,2013-04-20,1
4756,4,41,male,9,2005-08-04,0
4757,6,36,female,9,2006-12-12,0
4758,8,23,male,9,2011-09-17,0
4759,1,0,,7,2015-01-15,0
4760,1,0,,7,2012-04-26,0
4761,1,0,,7,2016-03-17,1
4762,5,76,male,9,2011-11-01,1
4763,1,0,,7,2014-12-24,0
4764,1,0,,7,2016-10-31,0
4765,1,0,,7,2016-07-16,0
4766,1,0,,7,2016-07-24,1
4767,8,32,male,4,2016-07-25,1
4768,5,27,male,3,2014-10-15,0
4769,14,36,male,9,2016-08-02,1
4770,1,0,,7,2015-11-12,0
4771,5,20,male,3,2015-04-26,0
4772,5,39,male,9,2011-07-17,1
4773,1,0,,7,2011-07-28,1
4774,14,25,female,3,2012-01-27,1
4775,1,0,,7,2012-03-26,0
4776,22,22,male,3,2012-06-08,1
4777,6,0,,9,2015-04-03,1
4778,1,0,,7,2015-04-07,0
4779,1,25,male,3,2015-04-16,0
4780,1,0,,3,2013-09-01,0
4781,22,17,female,3,2013-09-01,1
4782,1,0,,7,2013-09-06,1
4783,1,0,,9,2015-04-13,1
4784,1,0,,4,2016-05-03,1
4785,1,0,,7,2014-04-26,0
4786,5,0,,9,2015-03-07,0
4787,1,0,,4,2016-11-30,1
4788,1,0,,9,2014-12-25,1
4789,13,35,female,9,2012-05-10,0
4790,12,33,female,9,2012-06-05,1
4791,3,27,female,9,2012-07-11,0
4792,1,0,,7,2014-08-05,1
4793,1,0,,7,2011-01-09,1
4794,4,0,,9,2015-01-13,0
4795,1,0,,3,2014-05-20,1
4796,13,30,male,9,2014-06-02,0
4797,1,0,,7,2016-09-01,0
4798,13,30,male,9,2014-07-28,0
4799,17,33,female,3,2016-12-30,1
4800,5,32,female,4,2017-01-15,1
4801,1,0,,7,2017-01-24,0
4802,13,24,male,3,2016-04-29,0
4803,15,25,male,3,2014-12-06,1
4804,14,35,male,9,2006-07-13,1
4805,21,23,male,9,2012-10-10,1
4806,12,26,female,9,2012-12-16,1
4807,22,28,female,3,2014-04-04,0
4808,9,27,female,3,2014-04-17,1
4809,14,41,male,7,2014-03-08,1
4810,6,29,male,9,2014-03-10,1
4811,15,32,male,9,2005-01-25,1
4812,3,29,female,9,2005-11-03,0
4813,5,30,female,9,2011-10-16,0
4814,1,37,male,3,2016-12-03,1
4815,1,14,,9,2017-02-20,0
4816,5,27,male,9,2005-10-07,1
4817,22,31,female,7,2014-06-29,1
4818,1,0,,7,2017-01-31,0
4819,1,0,,7,2015-12-04,1
4820,1,0,,4,2016-09-23,1
4821,4,31,female,9,2009-04-15,0
4822,18,29,female,9,2009-07-23,0
4823,22,28,male,9,2009-09-22,0
4824,13,41,female,9,2015-02-09,0
4825,1,0,,7,2015-05-08,0
4826,1,0,,7,2017-02-14,0
4827,5,22,female,7,2015-04-27,0
4828,5,18,female,4,2016-06-05,1
4829,4,18,female,4,2016-06-14,1
4830,1,15,male,3,2016-11-05,1
4831,1,0,,4,2016-11-07,1
4832,1,0,,7,2016-11-10,1
4833,15,23,male,9,2008-06-28,0
4834,1,21,male,4,2016-07-31,0
4835,15,45,male,7,2016-06-04,0
4836,15,24,male,9,2014-11-26,0
4837,1,0,,7,2015-10-22,0
4838,15,21,,9,2016-04-07,0
4839,15,29,female,3,2013-02-10,1
4840,1,0,,7,2016-12-17,1
4841,22,27,female,4,2017-01-01,1
4842,13,27,female,9,2014-04-07,0
4843,22,30,female,9,2015-11-05,1
4844,4,25,female,4,2016-12-02,0
4845,22,0,,9,2014-08-16,0
4846,1,0,,7,2016-05-29,0
4847,10,22,male,9,2014-04-19,0
4848,4,20,female,9,2014-04-28,1
4849,1,0,,7,2016-03-25,0
4850,1,0,,9,2016-06-23,1
4851,22,34,female,9,2004-08-11,1
4852,13,19,female,9,2015-01-15,1
4853,1,0,,7,2016-08-23,1
4854,22,0,,3,2012-09-23,0
4855,14,0,,7,2012-10-24,1
4856,22,29,male,9,2008-12-04,0
4857,13,34,female,9,2005-09-26,1
4858,1,0,,3,2012-12-13,1
4859,22,19,male,7,2012-12-18,1
4860,1,0,,4,2016-04-29,1
4861,15,20,female,9,2011-07-19,1
4862,5,19,male,7,2015-05-17,0
4863,13,22,female,3,2015-05-26,1
4864,13,36,male,9,2014-11-29,1
4865,1,0,,7,2015-11-14,0
4866,1,0,,7,2015-11-16,1
4867,4,25,male,9,2006-08-18,1
4868,1,0,,7,2014-02-25,1
4869,1,0,,7,2011-01-06,1
4870,1,0,,7,2015-09-03,0
4871,9,48,female,7,2015-09-25,1
4872,13,27,male,9,2011-05-25,1
4873,22,36,male,3,2014-03-01,1
4874,1,0,,7,2015-07-24,0
4875,4,25,female,3,2015-07-29,1
4876,5,27,,7,2011-01-12,1
4877,1,23,male,3,2015-02-05,1
4878,5,0,male,3,2015-03-09,1
4879,13,32,,7,2011-11-08,0
4880,5,21,male,9,2014-10-29,0
4881,10,34,female,9,2009-06-29,1
4882,1,0,,7,2012-02-23,0
4883,13,0,,9,2011-12-24,1
4884,1,0,,7,2012-01-03,0
4885,1,0,,7,2016-02-11,1
4886,1,0,,7,2013-06-19,1
4887,22,41,,9,2015-01-22,0
4888,1,0,,9,2015-02-08,1
4889,5,24,male,3,2015-02-16,1
4890,1,0,,7,2016-12-21,0
4891,1,0,,7,2015-01-05,1
4892,14,43,male,9,2006-08-14,1
4893,1,0,,7,2012-01-11,1
4894,1,0,,3,2014-03-16,1
4895,13,0,male,9,2014-12-13,1
4896,11,22,female,9,2007-06-10,0
4897,5,30,female,7,2011-01-12,0
4898,1,0,,7,2011-02-11,0
4899,1,0,,7,2016-05-30,0
4900,12,26,male,9,2007-04-23,0
4901,5,46,female,9,2005-12-01,0
4902,13,31,male,9,2006-02-13,0
4903,1,0,,7,2016-11-24,0
4904,1,0,,7,2016-11-26,0
4905,1,0,,9,2016-12-14,1
4906,1,0,,4,2017-01-04,1
4907,15,28,female,4,2017-01-07,1
4908,1,0,,7,2015-05-17,0
4909,5,17,male,3,2017-01-26,1
4910,14,43,male,7,2012-03-06,0
4911,13,26,male,3,2012-05-24,0
4912,13,44,female,9,2004-12-21,1
4913,4,27,female,3,2012-06-25,0
4914,1,0,,7,2012-08-08,0
4915,5,34,male,9,2014-03-31,0
4916,6,21,female,7,2015-06-21,0
4917,5,43,male,9,2011-10-23,0
4918,4,0,female,7,2011-11-21,0
4919,5,27,female,3,2015-08-02,1
4920,4,17,male,4,2016-11-06,1
4921,6,21,male,9,2015-11-07,1
4922,13,27,female,7,2012-01-05,0
4923,13,18,male,3,2014-10-31,1
4924,1,0,,7,2016-08-02,0
4925,1,0,,4,2016-12-05,1
4926,1,0,,7,2016-12-09,0
4927,3,34,,7,2014-05-18,1
4928,5,32,female,3,2012-06-26,1
4929,15,33,male,9,2004-03-26,0
4930,22,0,female,9,2004-11-02,0
4931,22,21,male,3,2016-11-20,1
4932,1,0,,7,2016-12-02,0
4933,1,0,,7,2016-12-13,1
4934,1,23,male,3,2015-05-26,0
4935,13,19,female,7,2016-06-16,1
4936,1,0,,7,2012-12-03,1
4937,1,0,,4,2016-06-18,1
4938,1,0,,9,2015-04-18,1
4939,1,0,,7,2010-09-27,0
4940,4,21,female,9,2008-05-17,1
4941,22,30,male,9,2008-05-31,0
4942,6,25,female,9,2008-09-23,1
4943,11,25,female,7,2015-07-07,0
4944,1,0,,7,2012-12-15,1
4945,5,22,female,3,2015-02-22,1
4946,1,0,,7,2015-11-25,0
4947,1,0,,7,2016-09-01,0
4948,12,57,male,9,2011-11-10,1
4949,1,0,,4,2017-01-18,1
4950,1,0,,13,2017-01-19,0
4951,4,27,male,3,2017-01-24,1
4952,1,0,,9,2017-01-25,0
4953,13,22,male,3,2016-11-20,1
4954,1,0,,7,2016-12-28,0
4955,5,43,male,3,2014-08-17,1
4956,1,0,,7,2016-08-27,1
4957,1,0,,4,2016-09-01,1
4958,10,0,,4,2015-11-23,1
4959,5,26,female,3,2015-06-23,0
4960,1,19,female,4,2016-03-26,1
4961,1,0,,7,2016-04-07,1
4962,1,0,,7,2015-12-01,0
4963,1,0,,7,2017-01-18,0
4964,15,17,female,3,2015-08-12,1
4965,4,0,,9,2015-08-20,0
4966,13,18,female,9,2015-08-30,1
4967,1,0,,7,2015-09-17,0
4968,4,32,male,9,2006-09-19,0
4969,1,0,,7,2016-12-31,0
4970,1,0,,7,2016-05-22,0
4971,1,0,,7,2013-08-26,0
4972,6,27,female,9,2011-03-28,1
4973,1,0,,7,2016-08-04,0
4974,1,0,,7,2016-08-07,0
4975,13,18,,4,2016-08-08,1
4976,4,23,male,4,2016-08-14,1
4977,1,0,,7,2016-10-21,0
4978,1,0,,7,2016-03-07,0
4979,5,18,male,9,2014-11-24,1
4980,15,22,female,4,2016-06-01,1
4981,13,33,female,9,2007-04-15,1
4982,14,25,female,9,2009-11-19,0
4983,1,0,,7,2013-01-20,0
4984,6,19,male,3,2013-02-09,1
4985,1,0,,3,2013-02-21,1
4986,13,32,female,9,2014-12-11,1
4987,13,0,,9,2011-06-10,0
4988,15,22,female,9,2011-04-11,0
4989,11,31,male,3,2012-08-10,1
4990,1,0,,9,2016-12-21,1
4991,1,0,,7,2017-01-10,0
4992,1,0,,7,2015-09-20,0
4993,1,0,,7,2013-10-11,0
4994,13,18,male,3,2013-11-24,0
4995,11,34,female,4,2016-07-16,1
4996,9,29,female,7,2012-02-03,0
4997,1,0,,7,2012-02-06,0
4998,4,46,female,7,2012-05-01,1
4999,13,0,,9,2014-02-23,1
